image_id,mask_id,class_name
1803250215-00000498,1803250215-00000498_00000,Human
1803250215-00000498,1803250215-00000498_00001,Background
1803242036-00000312,1803242036-00000312_00000,Human
1803242036-00000312,1803242036-00000312_00001,Background
1803251032-00000113,1803251032-00000113_00000,Human
1803251032-00000113,1803251032-00000113_00001,Background
1803242101-00000137,1803242101-00000137_00000,Human
1803242101-00000137,1803242101-00000137_00001,Background
1803250047-00000321,1803250047-00000321_00000,Background
1803250047-00000321,1803250047-00000321_00001,Human
1803241734-00000036,1803241734-00000036_00000,Human
1803241734-00000036,1803241734-00000036_00001,Background
1803251225-00000092,1803251225-00000092_00000,Human
1803251225-00000092,1803251225-00000092_00001,Background
1803241610-00000004,1803241610-00000004_00000,Human
1803241610-00000004,1803241610-00000004_00001,Background
1803250837-00000339,1803250837-00000339_00000,Human
1803250837-00000339,1803250837-00000339_00001,Background
1803242348-00000130,1803242348-00000130_00000,Background
1803242348-00000130,1803242348-00000130_00001,Human
1803250115-00000062,1803250115-00000062_00000,Background
1803250115-00000062,1803250115-00000062_00001,Human
1803242101-00000076,1803242101-00000076_00000,Human
1803242101-00000076,1803242101-00000076_00001,Background
1803250936-00000052,1803250936-00000052_00000,Human
1803250936-00000052,1803250936-00000052_00001,Background
1803250837-00000595,1803250837-00000595_00000,Human
1803250837-00000595,1803250837-00000595_00001,Background
1803250837-00000635,1803250837-00000635_00000,Human
1803250837-00000635,1803250837-00000635_00001,Background
1803250811-00000338,1803250811-00000338_00000,Human
1803250811-00000338,1803250811-00000338_00001,Background
1803250719-00000274,1803250719-00000274_00000,Human
1803250719-00000274,1803250719-00000274_00001,Background
1803250811-00000074,1803250811-00000074_00000,Background
1803250811-00000074,1803250811-00000074_00001,Human
1803241840-00000080,1803241840-00000080_00000,Human
1803241840-00000080,1803241840-00000080_00001,Background
1803251131-00000073,1803251131-00000073_00000,Human
1803251131-00000073,1803251131-00000073_00001,Background
1803251032-00000417,1803251032-00000417_00000,Human
1803251032-00000417,1803251032-00000417_00001,Background
1803241707-00000392,1803241707-00000392_00000,Human
1803241707-00000392,1803241707-00000392_00001,Background
1803250837-00000324,1803250837-00000324_00000,Human
1803250837-00000324,1803250837-00000324_00001,Background
1803241840-00000523,1803241840-00000523_00000,Human
1803241840-00000523,1803241840-00000523_00001,Background
1803251003-00000391,1803251003-00000391_00000,Human
1803251003-00000391,1803251003-00000391_00001,Background
1803241944-00000306,1803241944-00000306_00000,Human
1803241944-00000306,1803241944-00000306_00001,Background
1803251003-00000009,1803251003-00000009_00000,Human
1803251003-00000009,1803251003-00000009_00001,Background
1803250908-00000266,1803250908-00000266_00000,Background
1803250908-00000266,1803250908-00000266_00001,Human
1803241610-00000407,1803241610-00000407_00000,Background
1803241610-00000407,1803241610-00000407_00001,Human
1803250811-00000122,1803250811-00000122_00000,Human
1803250811-00000122,1803250811-00000122_00001,Background
1803241944-00000111,1803241944-00000111_00000,Human
1803241944-00000111,1803241944-00000111_00001,Background
1803250837-00000359,1803250837-00000359_00000,Background
1803250837-00000359,1803250837-00000359_00001,Human
1803241638-00000320,1803241638-00000320_00000,Human
1803241638-00000320,1803241638-00000320_00001,Background
1803241840-00000286,1803241840-00000286_00000,Human
1803241840-00000286,1803241840-00000286_00001,Background
1803242036-00000103,1803242036-00000103_00000,Human
1803242036-00000103,1803242036-00000103_00001,Background
1803242101-00000205,1803242101-00000205_00000,Human
1803242101-00000205,1803242101-00000205_00001,Background
1803250146-00000125,1803250146-00000125_00000,Human
1803250146-00000125,1803250146-00000125_00001,Background
1803250811-00000084,1803250811-00000084_00000,Human
1803250811-00000084,1803250811-00000084_00001,Background
1803251225-00000439,1803251225-00000439_00000,Human
1803251225-00000439,1803251225-00000439_00001,Background
1803250146-00000291,1803250146-00000291_00000,Human
1803250146-00000291,1803250146-00000291_00001,Background
1803251032-00000076,1803251032-00000076_00000,Human
1803251032-00000076,1803251032-00000076_00001,Background
1803251003-00000328,1803251003-00000328_00000,Human
1803251003-00000328,1803251003-00000328_00001,Background
1803241807-00000476,1803241807-00000476_00000,Human
1803241807-00000476,1803241807-00000476_00001,Background
1803241734-00000103,1803241734-00000103_00000,Human
1803241734-00000103,1803241734-00000103_00001,Background
1803250146-00000206,1803250146-00000206_00000,Human
1803250146-00000206,1803250146-00000206_00001,Background
1803250837-00000430,1803250837-00000430_00000,Human
1803250837-00000430,1803250837-00000430_00001,Background
1803250018-00000199,1803250018-00000199_00000,Human
1803250018-00000199,1803250018-00000199_00001,Background
1803250936-00000284,1803250936-00000284_00000,Human
1803250936-00000284,1803250936-00000284_00001,Background
1803250146-00000306,1803250146-00000306_00000,Human
1803250146-00000306,1803250146-00000306_00001,Background
1803250745-00000405,1803250745-00000405_00000,Human
1803250745-00000405,1803250745-00000405_00001,Background
1803242036-00000283,1803242036-00000283_00000,Human
1803242036-00000283,1803242036-00000283_00001,Background
1803250837-00000518,1803250837-00000518_00000,Human
1803250837-00000518,1803250837-00000518_00001,Background
1803250018-00000227,1803250018-00000227_00000,Human
1803250018-00000227,1803250018-00000227_00001,Background
1803250908-00000240,1803250908-00000240_00000,Human
1803250908-00000240,1803250908-00000240_00001,Background
1803250215-00000079,1803250215-00000079_00000,Background
1803250215-00000079,1803250215-00000079_00001,Human
1803250719-00000057,1803250719-00000057_00000,Human
1803250719-00000057,1803250719-00000057_00001,Background
1803242321-00000007,1803242321-00000007_00000,Human
1803242321-00000007,1803242321-00000007_00001,Background
1803251131-00000112,1803251131-00000112_00000,Human
1803251131-00000112,1803251131-00000112_00001,Background
1803250908-00000464,1803250908-00000464_00000,Human
1803250908-00000464,1803250908-00000464_00001,Background
1803242036-00000144,1803242036-00000144_00000,Human
1803242036-00000144,1803242036-00000144_00001,Background
1803241807-00000074,1803241807-00000074_00000,Human
1803241807-00000074,1803241807-00000074_00001,Background
1803241707-00000239,1803241707-00000239_00000,Human
1803241707-00000239,1803241707-00000239_00001,Background
1803250047-00000455,1803250047-00000455_00000,Human
1803250047-00000455,1803250047-00000455_00001,Background
1803250047-00000327,1803250047-00000327_00000,Human
1803250047-00000327,1803250047-00000327_00001,Background
1803241734-00000544,1803241734-00000544_00000,Human
1803241734-00000544,1803241734-00000544_00001,Background
1803251032-00000091,1803251032-00000091_00000,Human
1803251032-00000091,1803251032-00000091_00001,Background
1803251131-00000489,1803251131-00000489_00000,Human
1803251131-00000489,1803251131-00000489_00001,Background
1803242321-00000089,1803242321-00000089_00000,Human
1803242321-00000089,1803242321-00000089_00001,Background
1803251103-00000040,1803251103-00000040_00000,Human
1803251103-00000040,1803251103-00000040_00001,Background
1803241707-00000000,1803241707-00000000_00000,Human
1803241707-00000000,1803241707-00000000_00001,Background
1803241840-00000153,1803241840-00000153_00000,Human
1803241840-00000153,1803241840-00000153_00001,Background
1803242348-00000456,1803242348-00000456_00000,Human
1803242348-00000456,1803242348-00000456_00001,Background
1803251225-00000414,1803251225-00000414_00000,Background
1803251225-00000414,1803251225-00000414_00001,Human
1803251225-00000275,1803251225-00000275_00000,Human
1803251225-00000275,1803251225-00000275_00001,Background
1803241734-00000508,1803241734-00000508_00000,Human
1803241734-00000508,1803241734-00000508_00001,Background
1803241734-00000392,1803241734-00000392_00000,Background
1803241734-00000392,1803241734-00000392_00001,Human
1803250936-00000547,1803250936-00000547_00000,Human
1803250936-00000547,1803250936-00000547_00001,Background
1803250837-00000621,1803250837-00000621_00000,Human
1803250837-00000621,1803250837-00000621_00001,Background
1803242348-00000222,1803242348-00000222_00000,Background
1803242348-00000222,1803242348-00000222_00001,Human
1803250115-00000136,1803250115-00000136_00000,Background
1803250115-00000136,1803250115-00000136_00001,Human
1803241807-00000014,1803241807-00000014_00000,Human
1803241807-00000014,1803241807-00000014_00001,Background
1803242348-00000449,1803242348-00000449_00000,Human
1803242348-00000449,1803242348-00000449_00001,Background
1803250018-00000039,1803250018-00000039_00000,Human
1803250018-00000039,1803250018-00000039_00001,Background
1803250719-00000074,1803250719-00000074_00000,Human
1803250719-00000074,1803250719-00000074_00001,Background
1803241638-00000185,1803241638-00000185_00000,Human
1803241638-00000185,1803241638-00000185_00001,Background
1803250115-00000264,1803250115-00000264_00000,Human
1803250115-00000264,1803250115-00000264_00001,Background
1803241840-00000489,1803241840-00000489_00000,Human
1803241840-00000489,1803241840-00000489_00001,Background
1803250936-00000033,1803250936-00000033_00000,Human
1803250936-00000033,1803250936-00000033_00001,Background
1803250018-00000082,1803250018-00000082_00000,Human
1803250018-00000082,1803250018-00000082_00001,Background
1803250115-00000149,1803250115-00000149_00000,Human
1803250115-00000149,1803250115-00000149_00001,Background
1803250745-00000413,1803250745-00000413_00000,Human
1803250745-00000413,1803250745-00000413_00001,Background
1803250215-00000098,1803250215-00000098_00000,Human
1803250215-00000098,1803250215-00000098_00001,Background
1803250115-00000470,1803250115-00000470_00000,Human
1803250115-00000470,1803250115-00000470_00001,Background
1803241807-00000002,1803241807-00000002_00000,Human
1803241807-00000002,1803241807-00000002_00001,Background
1803250146-00000085,1803250146-00000085_00000,Human
1803250146-00000085,1803250146-00000085_00001,Background
1803251032-00000456,1803251032-00000456_00000,Human
1803251032-00000456,1803251032-00000456_00001,Background
1803250745-00000066,1803250745-00000066_00000,Human
1803250745-00000066,1803250745-00000066_00001,Background
1803250745-00000231,1803250745-00000231_00000,Human
1803250745-00000231,1803250745-00000231_00001,Background
1803250745-00000482,1803250745-00000482_00000,Background
1803250745-00000482,1803250745-00000482_00001,Human
1803241914-00000252,1803241914-00000252_00000,Background
1803241914-00000252,1803241914-00000252_00001,Human
1803251032-00000014,1803251032-00000014_00000,Background
1803251032-00000014,1803251032-00000014_00001,Human
1803241944-00000469,1803241944-00000469_00000,Human
1803241944-00000469,1803241944-00000469_00001,Background
1803241807-00000319,1803241807-00000319_00000,Human
1803241807-00000319,1803241807-00000319_00001,Background
1803241638-00000484,1803241638-00000484_00000,Background
1803241638-00000484,1803241638-00000484_00001,Human
1803241944-00000513,1803241944-00000513_00000,Human
1803241944-00000513,1803241944-00000513_00001,Background
1803241807-00000315,1803241807-00000315_00000,Human
1803241807-00000315,1803241807-00000315_00001,Background
1803250936-00000415,1803250936-00000415_00000,Human
1803250936-00000415,1803250936-00000415_00001,Background
1803242010-00000343,1803242010-00000343_00000,Human
1803242010-00000343,1803242010-00000343_00001,Background
1803250837-00000161,1803250837-00000161_00000,Human
1803250837-00000161,1803250837-00000161_00001,Background
1803241707-00000045,1803241707-00000045_00000,Human
1803241707-00000045,1803241707-00000045_00001,Background
1803242321-00000228,1803242321-00000228_00000,Human
1803242321-00000228,1803242321-00000228_00001,Background
1803241840-00000357,1803241840-00000357_00000,Human
1803241840-00000357,1803241840-00000357_00001,Background
1803250018-00000176,1803250018-00000176_00000,Background
1803250018-00000176,1803250018-00000176_00001,Human
1803241840-00000332,1803241840-00000332_00000,Human
1803241840-00000332,1803241840-00000332_00001,Background
1803251225-00000154,1803251225-00000154_00000,Human
1803251225-00000154,1803251225-00000154_00001,Background
1803250811-00000161,1803250811-00000161_00000,Human
1803250811-00000161,1803250811-00000161_00001,Background
1803241840-00000113,1803241840-00000113_00000,Human
1803241840-00000113,1803241840-00000113_00001,Background
1803242036-00000227,1803242036-00000227_00000,Human
1803242036-00000227,1803242036-00000227_00001,Background
1803241610-00000441,1803241610-00000441_00000,Background
1803241610-00000441,1803241610-00000441_00001,Human
1803241944-00000049,1803241944-00000049_00000,Human
1803241944-00000049,1803241944-00000049_00001,Background
1803241807-00000188,1803241807-00000188_00000,Human
1803241807-00000188,1803241807-00000188_00001,Background
1803250018-00000403,1803250018-00000403_00000,Background
1803250018-00000403,1803250018-00000403_00001,Human
